S_NO,NAME,DEPARTMENT,MATHS_ATT,CT_ATT,DE_ATT,CPP_ATT,COE_ATT,MATHS_SCORE,CT_SCORE,DE_SCORE,CPP_SCORE,STUDENT_PROFILE,PARENT_ID,PARENT_PASSWORD
475,Riya22,Computer Science Engineering,57,96,72,71,56,77,98,70,80,Theoretical Learner,p_riya22,pass_8618
476,Vikram41,Computer Science Engineering,65,90,91,72,61,72,96,52,32,Inconsistent Learner,p_vikram41,pass_3770
477,Arjun24,Computer Science Engineering,83,70,48,76,48,59,71,71,65,Inconsistent Learner,p_arjun24,pass_8428
478,Rahul33,Computer Science Engineering,91,61,72,70,95,62,33,85,64,Practical Learner,p_rahul33,pass_5315
479,Amit93,Computer Science Engineering,89,81,93,73,36,65,95,47,52,Inconsistent Learner,p_amit93,pass_2917
480,Priya15,Computer Science Engineering,95,78,79,87,37,45,83,54,73,Inconsistent Learner,p_priya15,pass_2672
481,Amit84,Computer Science Engineering,84,75,58,57,68,75,84,98,38,Inconsistent Learner,p_amit84,pass_8408
482,Ajay17,Computer Science Engineering,61,68,64,44,78,86,92,50,37,Inconsistent Learner,p_ajay17,pass_2315
483,Arjun88,Computer Science Engineering,93,84,49,67,90,66,77,67,34,Practical Learner,p_arjun88,pass_3072
484,Neha45,Computer Science Engineering,83,74,47,69,55,47,86,57,79,Inconsistent Learner,p_neha45,pass_9357
485,Sabereesh57,Computer Science Engineering,51,53,78,77,85,41,98,97,50,Inconsistent Learner,p_sabereesh57,pass_7393
486,Siva29,Computer Science Engineering,41,75,87,86,94,65,88,67,92,Inconsistent Learner,p_siva29,pass_1067
487,Balkies67,Computer Science Engineering,68,72,47,47,97,61,38,65,57,Practical Learner,p_balkies67,pass_9101
488,Sneha17,Computer Science Engineering,76,49,82,82,39,59,79,73,35,Inconsistent Learner,p_sneha17,pass_9424
489,Karan54,Computer Science Engineering,57,58,64,79,86,95,39,74,91,Inconsistent Learner,p_karan54,pass_2689
490,Ajith89,Computer Science Engineering,48,76,55,70,86,59,31,79,74,Practical Learner,p_ajith89,pass_3271
491,Balkies77,Computer Science Engineering,44,49,90,58,94,64,65,63,41,Practical Learner,p_balkies77,pass_5131
492,Pennesh77,Computer Science Engineering,55,83,87,67,57,56,39,54,92,Inconsistent Learner,p_pennesh77,pass_1130
493,Sabereesh59,Computer Science Engineering,64,77,97,60,47,51,32,46,81,Inconsistent Learner,p_sabereesh59,pass_4843
494,Pennesh34,Computer Science Engineering,50,92,52,64,49,97,50,82,48,Inconsistent Learner,p_pennesh34,pass_7883
495,Vikram17,Computer Science Engineering,58,83,43,43,55,63,96,69,73,Inconsistent Learner,p_vikram17,pass_2560
496,Pennesh74,Computer Science Engineering,72,83,78,43,65,41,49,62,52,Inconsistent Learner,p_pennesh74,pass_5334
497,Ajay62,Computer Science Engineering,46,79,78,63,91,39,82,67,96,Inconsistent Learner,p_ajay62,pass_3628
498,Pooja93,Computer Science Engineering,95,95,81,61,50,70,39,81,63,Inconsistent Learner,p_pooja93,pass_1897
499,Kavinaya69,Computer Science Engineering,59,89,54,62,54,81,53,62,55,Inconsistent Learner,p_kavinaya69,pass_2724
500,Sabereesh90,Computer Science Engineering,45,85,76,87,92,61,57,71,69,Practical Learner,p_sabereesh90,pass_1503
501,Pooja99,Electronics and Communication Engineering,59,85,71,54,63,60,97,48,84,Inconsistent Learner,p_pooja99,pass_9237
502,Balkies88,Electronics and Communication Engineering,81,73,70,97,89,59,34,85,88,Inconsistent Learner,p_balkies88,pass_8206
503,Balkies31,Electronics and Communication Engineering,70,69,99,91,34,41,64,96,33,Struggling Academically,p_balkies31,pass_9050
504,Ajay69,Electronics and Communication Engineering,78,97,68,75,58,90,41,42,47,Inconsistent Learner,p_ajay69,pass_5058
505,Pradhik19,Electronics and Communication Engineering,86,83,52,99,74,97,86,47,63,Inconsistent Learner,p_pradhik19,pass_6290
506,Pennesh34,Electronics and Communication Engineering,49,92,94,96,45,90,90,50,64,Inconsistent Learner,p_pennesh34,pass_1576
507,Pooja74,Electronics and Communication Engineering,83,96,82,97,45,75,48,91,78,Inconsistent Learner,p_pooja74,pass_2802
508,Pennesh47,Electronics and Communication Engineering,84,54,64,47,89,72,41,36,43,Practical Learner,p_pennesh47,pass_8107
509,Arjun2,Electronics and Communication Engineering,88,42,99,52,40,78,99,59,58,Inconsistent Learner,p_arjun2,pass_2316
510,Pradhik62,Electronics and Communication Engineering,58,82,78,92,99,46,46,50,51,Inconsistent Learner,p_pradhik62,pass_9613
511,Vijay25,Electronics and Communication Engineering,40,82,78,95,46,90,60,36,98,Inconsistent Learner,p_vijay25,pass_3381
512,Ajay71,Electronics and Communication Engineering,67,78,60,63,89,69,64,99,84,Inconsistent Learner,p_ajay71,pass_8566
513,Rahul14,Electronics and Communication Engineering,58,86,56,98,82,72,50,44,32,Practical Learner,p_rahul14,pass_8068
514,Priya37,Electronics and Communication Engineering,45,50,48,68,70,32,87,78,43,Inconsistent Learner,p_priya37,pass_2294
515,Sneha89,Electronics and Communication Engineering,62,89,43,98,30,87,64,96,66,Inconsistent Learner,p_sneha89,pass_5412
516,Sneha19,Electronics and Communication Engineering,56,65,55,60,88,87,35,97,52,Practical Learner,p_sneha19,pass_4177
517,Arjun25,Electronics and Communication Engineering,75,74,70,74,48,95,31,67,40,Inconsistent Learner,p_arjun25,pass_4599
518,Sneha88,Electronics and Communication Engineering,74,40,85,96,43,99,84,72,93,Theoretical Learner,p_sneha88,pass_8514
519,Kavinaya78,Electronics and Communication Engineering,52,74,69,60,81,43,66,82,96,Inconsistent Learner,p_kavinaya78,pass_5810
520,Pradhik64,Electronics and Communication Engineering,88,91,65,72,35,57,34,66,87,Inconsistent Learner,p_pradhik64,pass_1227
521,Vijay95,Electronics and Communication Engineering,79,42,65,80,55,84,58,77,42,Inconsistent Learner,p_vijay95,pass_2189
522,Karan81,Electronics and Communication Engineering,97,54,64,69,69,49,66,69,55,Inconsistent Learner,p_karan81,pass_3731
523,Ajith22,Electronics and Communication Engineering,53,58,50,71,77,78,80,66,49,Inconsistent Learner,p_ajith22,pass_1171
524,Neha26,Electronics and Communication Engineering,93,69,76,66,67,53,79,66,75,Inconsistent Learner,p_neha26,pass_2211
525,Vijay41,Electronics and Communication Engineering,96,91,73,58,87,40,97,40,86,Inconsistent Learner,p_vijay41,pass_5311
526,Pennesh71,Electronics and Communication Engineering,70,54,71,52,33,41,49,73,63,Inconsistent Learner,p_pennesh71,pass_2609
527,Balkies66,Electronics and Communication Engineering,56,95,78,58,84,39,70,78,70,Practical Learner,p_balkies66,pass_2203
528,Pennesh95,Electronics and Communication Engineering,72,74,48,94,37,80,86,77,77,Theoretical Learner,p_pennesh95,pass_6973
529,Vijay2,Electronics and Communication Engineering,92,83,71,84,95,50,30,40,41,Struggling Academically,p_vijay2,pass_8183
530,Ajith16,Electronics and Communication Engineering,44,75,41,74,69,89,35,96,95,Inconsistent Learner,p_ajith16,pass_7720
531,Vijay53,Electronics and Communication Engineering,51,53,70,40,79,98,81,82,89,Inconsistent Learner,p_vijay53,pass_4721
532,Ajay47,Electronics and Communication Engineering,98,92,87,69,77,48,72,39,61,Struggling Academically,p_ajay47,pass_8733
533,Amit93,Electronics and Communication Engineering,84,41,55,63,86,44,88,84,51,Practical Learner,p_amit93,pass_5888
534,Ajith35,Electronics and Communication Engineering,82,62,92,78,96,51,92,48,85,Inconsistent Learner,p_ajith35,pass_9109
535,Sneha23,Electronics and Communication Engineering,41,87,87,65,63,57,74,48,53,Inconsistent Learner,p_sneha23,pass_9029
536,Sneha63,Electronics and Communication Engineering,44,78,40,43,84,31,38,98,81,Practical Learner,p_sneha63,pass_9474
537,Ajith78,Electronics and Communication Engineering,46,91,64,69,43,90,39,65,38,Inconsistent Learner,p_ajith78,pass_3863
538,Ajith20,Electronics and Communication Engineering,91,81,71,48,34,32,75,34,61,Inconsistent Learner,p_ajith20,pass_6310
539,Ajay36,Electronics and Communication Engineering,52,91,74,93,98,52,31,44,39,Inconsistent Learner,p_ajay36,pass_7931
540,Riya13,Electronics and Communication Engineering,79,87,41,99,63,39,89,71,80,Inconsistent Learner,p_riya13,pass_2658
541,Riya16,Electronics and Communication Engineering,48,91,78,55,73,80,82,49,86,Inconsistent Learner,p_riya16,pass_8540
542,Neha87,Electronics and Communication Engineering,77,96,64,65,59,35,74,56,44,Inconsistent Learner,p_neha87,pass_9738
543,Rahul5,Electronics and Communication Engineering,94,49,60,63,64,40,43,98,70,Inconsistent Learner,p_rahul5,pass_3995
544,Sneha1,Electronics and Communication Engineering,57,87,88,71,43,34,80,56,81,Inconsistent Learner,p_sneha1,pass_9825
545,Ajith79,Electronics and Communication Engineering,68,68,44,44,46,93,55,89,37,Inconsistent Learner,p_ajith79,pass_2560
546,Vijay3,Electronics and Communication Engineering,61,73,90,54,47,89,99,64,30,Inconsistent Learner,p_vijay3,pass_3792
547,Amit65,Electronics and Communication Engineering,81,90,96,93,47,86,99,53,84,Theoretical Learner,p_amit65,pass_2066
548,Karan74,Electronics and Communication Engineering,91,76,80,55,60,38,35,54,60,Inconsistent Learner,p_karan74,pass_1699
549,Arjun11,Electronics and Communication Engineering,60,74,58,49,76,97,61,93,53,Inconsistent Learner,p_arjun11,pass_4554
550,Neha3,Electronics and Communication Engineering,74,49,56,92,54,72,40,32,44,Inconsistent Learner,p_neha3,pass_1783
551,Pennesh82,Electronics and Communication Engineering,45,53,77,54,73,93,72,99,48,Inconsistent Learner,p_pennesh82,pass_1791
552,Amit93,Electronics and Communication Engineering,98,97,61,53,86,62,91,30,39,Inconsistent Learner,p_amit93,pass_2760
553,Pennesh50,Electronics and Communication Engineering,90,96,58,49,34,33,77,91,46,Inconsistent Learner,p_pennesh50,pass_1201
554,Mitul73,Electronics and Communication Engineering,63,89,94,80,95,54,68,50,50,Struggling Academically,p_mitul73,pass_1096
555,Rahul49,Electronics and Communication Engineering,59,72,61,91,84,34,80,35,83,Practical Learner,p_rahul49,pass_4347
556,Sneha28,Electronics and Communication Engineering,53,43,64,62,92,76,95,64,42,Practical Learner,p_sneha28,pass_4084
557,Pooja5,Electronics and Communication Engineering,46,87,74,51,66,88,94,48,50,Inconsistent Learner,p_pooja5,pass_9327
558,Arjun48,Electronics and Communication Engineering,80,65,67,43,49,83,40,82,85,Inconsistent Learner,p_arjun48,pass_2254
559,Arjun24,Electronics and Communication Engineering,65,81,70,59,37,74,54,54,36,Inconsistent Learner,p_arjun24,pass_9454
560,Pradhik74,Electronics and Communication Engineering,63,74,82,48,89,61,82,80,61,Inconsistent Learner,p_pradhik74,pass_7358
561,Pooja59,Electronics and Communication Engineering,80,82,71,68,64,54,35,95,98,Inconsistent Learner,p_pooja59,pass_4161
562,Arjun77,Electronics and Communication Engineering,80,47,93,73,95,71,99,84,80,Inconsistent Learner,p_arjun77,pass_7126
563,Ajith92,Electronics and Communication Engineering,77,59,67,40,89,80,49,79,86,Inconsistent Learner,p_ajith92,pass_4047
564,Mitul63,Electronics and Communication Engineering,44,44,88,62,47,67,74,66,78,Inconsistent Learner,p_mitul63,pass_5874
565,Ajith22,Electronics and Communication Engineering,61,67,58,59,90,32,69,57,90,Practical Learner,p_ajith22,pass_5075
566,Ajith85,Electronics and Communication Engineering,80,57,88,75,81,61,70,98,31,Inconsistent Learner,p_ajith85,pass_8009
567,Mitul23,Electronics and Communication Engineering,81,84,50,72,71,34,88,35,52,Inconsistent Learner,p_mitul23,pass_8437
568,Ajith66,Electronics and Communication Engineering,99,87,99,80,75,40,41,45,80,Struggling Academically,p_ajith66,pass_2644
569,Priya59,Electronics and Communication Engineering,79,73,60,51,53,85,69,70,46,Inconsistent Learner,p_priya59,pass_9784
570,Amit93,Electronics and Communication Engineering,50,82,82,66,88,93,76,97,43,Inconsistent Learner,p_amit93,pass_4602
571,Sabereesh22,Electronics and Communication Engineering,45,73,87,54,43,60,50,53,96,Inconsistent Learner,p_sabereesh22,pass_2908
572,Pennesh77,Electronics and Communication Engineering,48,98,40,95,52,99,32,62,96,Inconsistent Learner,p_pennesh77,pass_2121
573,Rahul97,Electronics and Communication Engineering,60,74,97,71,71,46,43,85,96,Inconsistent Learner,p_rahul97,pass_2265
574,Pooja55,Electronics and Communication Engineering,50,62,78,54,77,50,51,51,72,Inconsistent Learner,p_pooja55,pass_4430
575,Rahul84,Electronics and Communication Engineering,68,79,82,58,86,54,36,81,63,Practical Learner,p_rahul84,pass_2007
576,Karan5,Electronics and Communication Engineering,99,55,56,65,62,38,71,41,70,Inconsistent Learner,p_karan5,pass_2331
577,Sneha97,Electronics and Communication Engineering,52,54,45,43,85,49,42,41,98,Practical Learner,p_sneha97,pass_2146
578,Pooja37,Electronics and Communication Engineering,68,77,91,53,84,87,32,79,73,Practical Learner,p_pooja37,pass_3158
579,Karan59,Electronics and Communication Engineering,89,88,79,62,55,41,51,72,84,Inconsistent Learner,p_karan59,pass_5478
580,Riya21,Electronics and Communication Engineering,51,41,70,75,84,63,75,42,94,Practical Learner,p_riya21,pass_4465
581,Balkies41,Electronics and Communication Engineering,63,71,93,80,59,98,76,44,79,Inconsistent Learner,p_balkies41,pass_6151
582,Sabereesh21,Electronics and Communication Engineering,59,50,91,51,84,88,94,44,58,Inconsistent Learner,p_sabereesh21,pass_2324
583,Sabereesh88,Electronics and Communication Engineering,71,83,99,90,72,66,99,55,97,Inconsistent Learner,p_sabereesh88,pass_6918
584,Neha95,Electronics and Communication Engineering,61,97,73,88,86,78,99,64,50,Inconsistent Learner,p_neha95,pass_9693
585,Vikram62,Electronics and Communication Engineering,72,51,87,63,53,96,74,32,54,Inconsistent Learner,p_vikram62,pass_7498
586,Rahul76,Electronics and Communication Engineering,51,50,57,64,71,88,54,43,35,Inconsistent Learner,p_rahul76,pass_7875
587,Balkies1,Electronics and Communication Engineering,76,93,89,51,57,98,74,42,82,Inconsistent Learner,p_balkies1,pass_5872
588,Priya33,Electronics and Communication Engineering,58,47,74,61,68,98,53,31,30,Inconsistent Learner,p_priya33,pass_8393
589,Vijay40,Electronics and Communication Engineering,80,99,61,70,38,76,98,57,40,Inconsistent Learner,p_vijay40,pass_4755
590,Sneha77,Electronics and Communication Engineering,63,79,67,96,44,36,78,33,55,Inconsistent Learner,p_sneha77,pass_1774
591,Sabereesh43,Electronics and Communication Engineering,92,44,59,65,74,84,42,64,93,Inconsistent Learner,p_sabereesh43,pass_2292
592,Mitul75,Electronics and Communication Engineering,71,40,80,56,71,86,32,87,43,Inconsistent Learner,p_mitul75,pass_1528
593,Sabereesh21,Electronics and Communication Engineering,61,92,65,41,41,91,48,63,54,Inconsistent Learner,p_sabereesh21,pass_6644
594,Vijay98,Electronics and Communication Engineering,51,88,99,86,65,77,88,96,65,Inconsistent Learner,p_vijay98,pass_3669
595,Riya56,Electronics and Communication Engineering,40,62,98,93,69,65,45,85,89,Inconsistent Learner,p_riya56,pass_1799
596,Arjun53,Electronics and Communication Engineering,80,62,77,49,77,66,92,56,60,Inconsistent Learner,p_arjun53,pass_5550
597,Pradhik79,Electronics and Communication Engineering,63,55,83,68,57,74,37,57,32,Inconsistent Learner,p_pradhik79,pass_3554
598,Pradhik93,Electronics and Communication Engineering,91,83,71,56,69,43,34,88,89,Inconsistent Learner,p_pradhik93,pass_5829
599,Pennesh70,Electronics and Communication Engineering,91,95,93,58,99,40,97,88,57,Inconsistent Learner,p_pennesh70,pass_3722
600,Pooja62,Electronics and Communication Engineering,53,76,83,95,51,39,51,86,70,Inconsistent Learner,p_pooja62,pass_5541
601,Balkies29,Electronics and Communication Engineering,77,64,73,63,82,76,51,35,99,Practical Learner,p_balkies29,pass_6008
602,Pennesh58,Electronics and Communication Engineering,57,59,59,56,93,77,43,66,43,Practical Learner,p_pennesh58,pass_1280
603,Priya81,Electronics and Communication Engineering,90,56,71,86,30,47,56,67,79,Inconsistent Learner,p_priya81,pass_4273
604,Rahul37,Electronics and Communication Engineering,53,75,81,74,85,86,85,65,99,Inconsistent Learner,p_rahul37,pass_7505
605,Vijay80,Electronics and Communication Engineering,71,63,44,64,79,45,59,79,51,Inconsistent Learner,p_vijay80,pass_5249
606,Vijay68,Electronics and Communication Engineering,96,75,65,84,95,35,66,66,56,Struggling Academically,p_vijay68,pass_2285
607,Vikram16,Electronics and Communication Engineering,92,45,90,53,93,93,49,44,81,Practical Learner,p_vikram16,pass_4926
608,Arjun21,Electronics and Communication Engineering,93,47,91,53,54,95,75,54,97,Theoretical Learner,p_arjun21,pass_2355
609,Riya36,Electronics and Communication Engineering,41,73,48,82,74,57,35,37,54,Inconsistent Learner,p_riya36,pass_5312
610,Karan58,Electronics and Communication Engineering,75,88,80,60,33,87,73,67,95,Theoretical Learner,p_karan58,pass_3494
611,Neha95,Electronics and Communication Engineering,82,47,74,99,50,30,74,55,84,Inconsistent Learner,p_neha95,pass_4652
612,Amit76,Electronics and Communication Engineering,69,40,92,99,92,94,87,38,65,Inconsistent Learner,p_amit76,pass_7505
613,Siva78,Electronics and Communication Engineering,69,40,91,60,32,38,34,34,86,Inconsistent Learner,p_siva78,pass_3896
614,Riya65,Electronics and Communication Engineering,94,41,60,68,31,31,87,73,62,Inconsistent Learner,p_riya65,pass_2829
615,Mitul53,Electronics and Communication Engineering,40,99,71,43,45,62,46,81,46,Inconsistent Learner,p_mitul53,pass_9846
616,Kavinaya30,Electronics and Communication Engineering,53,69,55,88,95,45,61,31,36,Practical Learner,p_kavinaya30,pass_1864
617,Arjun27,Electronics and Communication Engineering,73,70,56,68,33,80,34,77,49,Inconsistent Learner,p_arjun27,pass_5838
618,Vijay77,Electronics and Communication Engineering,87,47,40,54,93,60,68,78,77,Inconsistent Learner,p_vijay77,pass_7179
619,Amit62,Electronics and Communication Engineering,48,58,67,98,75,78,84,79,94,Inconsistent Learner,p_amit62,pass_2809
620,Rahul6,Electronics and Communication Engineering,73,42,55,47,46,67,54,56,96,Inconsistent Learner,p_rahul6,pass_4263
621,Karan12,Electronics and Communication Engineering,62,47,95,99,82,58,35,79,35,Inconsistent Learner,p_karan12,pass_6186
622,Ajith61,Electronics and Communication Engineering,58,91,45,71,96,35,46,67,42,Practical Learner,p_ajith61,pass_6334
623,Priya48,Electronics and Communication Engineering,81,44,87,88,77,92,85,50,42,Inconsistent Learner,p_priya48,pass_4687
624,Ajith78,Electronics and Communication Engineering,54,80,61,49,99,72,60,78,90,Inconsistent Learner,p_ajith78,pass_7160
625,Amit15,Electronics and Communication Engineering,86,54,51,97,94,81,90,45,64,Inconsistent Learner,p_amit15,pass_2869
626,Sabereesh82,Electronics and Communication Engineering,61,51,42,67,31,59,82,99,95,Theoretical Learner,p_sabereesh82,pass_8021
627,Ajith97,Electronics and Communication Engineering,63,75,69,61,70,84,44,93,81,Inconsistent Learner,p_ajith97,pass_4891
628,Ajay45,Electronics and Communication Engineering,91,93,66,63,87,88,80,39,31,Inconsistent Learner,p_ajay45,pass_2979
629,Pennesh53,Electronics and Communication Engineering,62,77,68,82,54,37,86,89,56,Inconsistent Learner,p_pennesh53,pass_6465
630,Mitul78,Electronics and Communication Engineering,85,73,97,67,55,64,51,85,51,Inconsistent Learner,p_mitul78,pass_9776
631,Vikram37,Electronics and Communication Engineering,96,79,70,83,61,30,31,61,56,Struggling Academically,p_vikram37,pass_8324
632,Ajith49,Electronics and Communication Engineering,84,62,58,48,53,80,72,38,87,Inconsistent Learner,p_ajith49,pass_7375
633,Karan34,Electronics and Communication Engineering,66,74,45,81,82,75,33,33,87,Practical Learner,p_karan34,pass_4840
634,Arjun47,Electronics and Communication Engineering,77,41,65,73,65,55,80,59,84,Inconsistent Learner,p_arjun47,pass_5367
635,Amit27,Electronics and Communication Engineering,63,44,73,59,78,94,76,86,47,Inconsistent Learner,p_amit27,pass_4939
636,Amit56,Electronics and Communication Engineering,99,71,45,87,34,75,51,90,89,Inconsistent Learner,p_amit56,pass_6479
637,Karan58,Electronics and Communication Engineering,94,41,70,87,52,94,54,99,73,Theoretical Learner,p_karan58,pass_4388
638,Sabereesh34,Electronics and Communication Engineering,42,66,56,48,85,63,44,42,85,Practical Learner,p_sabereesh34,pass_3640
639,Rahul40,Electronics and Communication Engineering,53,66,85,72,65,84,96,34,74,Inconsistent Learner,p_rahul40,pass_3915
640,Ajith93,Electronics and Communication Engineering,53,77,93,52,48,51,31,42,88,Inconsistent Learner,p_ajith93,pass_1860
641,Vikram72,Electronics and Communication Engineering,77,77,79,68,35,99,50,61,90,Inconsistent Learner,p_vikram72,pass_5946
642,Pooja27,Electronics and Communication Engineering,41,92,72,43,47,77,45,92,54,Inconsistent Learner,p_pooja27,pass_6501
643,Balkies1,Electronics and Communication Engineering,61,48,46,87,67,57,81,41,34,Inconsistent Learner,p_balkies1,pass_7742
644,Ajay70,Electronics and Communication Engineering,69,61,81,95,41,69,43,82,48,Inconsistent Learner,p_ajay70,pass_3619
645,Vikram27,Electronics and Communication Engineering,84,68,50,42,60,46,30,32,92,Inconsistent Learner,p_vikram27,pass_8355
646,Neha1,Electronics and Communication Engineering,54,99,49,44,58,93,45,79,76,Inconsistent Learner,p_neha1,pass_6480
647,Rahul17,Electronics and Communication Engineering,73,89,58,42,67,56,96,33,56,Inconsistent Learner,p_rahul17,pass_8074
648,Sabereesh32,Electronics and Communication Engineering,75,40,54,91,40,80,51,30,55,Inconsistent Learner,p_sabereesh32,pass_5631
649,Balkies73,Electronics and Communication Engineering,98,55,56,80,36,41,95,57,77,Inconsistent Learner,p_balkies73,pass_5329
650,Pradhik52,Electronics and Communication Engineering,98,73,88,41,36,77,84,81,68,Inconsistent Learner,p_pradhik52,pass_3515
651,Kavinaya38,Electronics and Communication Engineering,87,46,54,47,31,48,51,66,43,Needs Motivation,p_kavinaya38,pass_7728
652,Pooja30,Electronics and Communication Engineering,75,60,81,90,36,38,80,47,95,Inconsistent Learner,p_pooja30,pass_8404
653,Ajay17,Electronics and Communication Engineering,46,62,76,49,41,44,73,78,51,Inconsistent Learner,p_ajay17,pass_8201
654,Pradhik78,Electronics and Communication Engineering,41,47,94,90,39,67,94,78,61,Inconsistent Learner,p_pradhik78,pass_4004
655,Riya59,Electronics and Communication Engineering,93,63,63,85,98,56,87,91,88,Inconsistent Learner,p_riya59,pass_9825
656,Pradhik90,Electronics and Communication Engineering,97,60,92,95,58,57,34,85,77,Inconsistent Learner,p_pradhik90,pass_1480
657,Sneha75,Electronics and Communication Engineering,53,66,46,41,77,96,30,36,95,Inconsistent Learner,p_sneha75,pass_3925
658,Neha22,Electronics and Communication Engineering,64,66,49,93,95,44,77,92,60,Practical Learner,p_neha22,pass_6371
659,Siva89,Electronics and Communication Engineering,60,42,52,65,66,40,39,50,34,Inconsistent Learner,p_siva89,pass_7612
660,Karan75,Electronics and Communication Engineering,71,60,56,64,32,57,43,70,44,Inconsistent Learner,p_karan75,pass_1746
661,Pooja44,Electronics and Communication Engineering,58,78,51,44,91,75,42,81,81,Practical Learner,p_pooja44,pass_6710
662,Karan52,Electronics and Communication Engineering,75,94,90,70,41,49,59,61,71,Inconsistent Learner,p_karan52,pass_3136
663,Ajith88,Electronics and Communication Engineering,41,82,46,69,80,79,79,77,42,Practical Learner,p_ajith88,pass_5805
664,Neha65,Electronics and Communication Engineering,41,53,71,44,31,81,34,37,41,Needs Motivation,p_neha65,pass_3319
665,Sneha87,Electronics and Communication Engineering,73,71,42,90,49,91,60,95,46,Inconsistent Learner,p_sneha87,pass_5305
666,Riya94,Electronics and Communication Engineering,49,63,62,86,47,68,43,94,67,Inconsistent Learner,p_riya94,pass_9489
667,Kavinaya70,Electronics and Communication Engineering,52,92,56,72,65,65,82,94,50,Inconsistent Learner,p_kavinaya70,pass_9163
668,Arjun54,Electronics and Communication Engineering,78,82,58,98,32,36,47,42,47,Inconsistent Learner,p_arjun54,pass_3639
669,Karan64,Electronics and Communication Engineering,97,85,94,42,55,91,63,87,37,Inconsistent Learner,p_karan64,pass_3109
670,Rahul53,Electronics and Communication Engineering,86,65,82,53,92,71,42,43,90,Practical Learner,p_rahul53,pass_5487
671,Ajay40,Electronics and Communication Engineering,54,55,67,75,48,83,91,33,55,Inconsistent Learner,p_ajay40,pass_9079
672,Neha14,Electronics and Communication Engineering,98,64,90,90,88,39,62,37,41,Struggling Academically,p_neha14,pass_2160
673,Ajith61,Electronics and Communication Engineering,43,85,40,62,92,79,90,59,54,Inconsistent Learner,p_ajith61,pass_2653
674,Vikram78,Electronics and Communication Engineering,92,89,87,92,89,32,75,37,30,Struggling Academically,p_vikram78,pass_3870
675,Priya93,Electronics and Communication Engineering,96,96,71,45,77,91,53,79,64,Inconsistent Learner,p_priya93,pass_6754
676,Neha49,Electronics and Communication Engineering,87,73,83,54,33,56,39,48,63,Inconsistent Learner,p_neha49,pass_5059
677,Rahul36,Electronics and Communication Engineering,58,95,80,74,79,79,59,99,57,Inconsistent Learner,p_rahul36,pass_5615
678,Sabereesh44,Electronics and Communication Engineering,66,70,84,71,48,56,83,53,81,Inconsistent Learner,p_sabereesh44,pass_6444
679,Sneha46,Electronics and Communication Engineering,60,92,81,95,41,93,83,40,44,Inconsistent Learner,p_sneha46,pass_4658
680,Neha65,Electronics and Communication Engineering,85,78,67,57,40,35,68,74,31,Inconsistent Learner,p_neha65,pass_9804
681,Balkies90,Electronics and Communication Engineering,45,43,60,65,33,67,48,64,49,Needs Motivation,p_balkies90,pass_4597
682,Vijay69,Electronics and Communication Engineering,65,46,72,51,67,51,85,96,36,Inconsistent Learner,p_vijay69,pass_1668
683,Riya35,Electronics and Communication Engineering,46,84,95,96,89,67,88,57,86,Inconsistent Learner,p_riya35,pass_7660
684,Karan22,Electronics and Communication Engineering,47,44,76,64,89,83,61,88,53,Inconsistent Learner,p_karan22,pass_4499
685,Arjun81,Electronics and Communication Engineering,50,78,68,43,60,96,31,65,75,Inconsistent Learner,p_arjun81,pass_8591
686,Vikram23,Electronics and Communication Engineering,70,91,96,86,45,41,86,86,30,Inconsistent Learner,p_vikram23,pass_7905
687,Balkies36,Electronics and Communication Engineering,75,45,99,91,91,39,63,74,81,Inconsistent Learner,p_balkies36,pass_2284
688,Amit54,Electronics and Communication Engineering,90,96,93,96,88,63,48,65,96,Inconsistent Learner,p_amit54,pass_8696
689,Neha16,Electronics and Communication Engineering,73,96,44,91,52,88,97,55,71,Inconsistent Learner,p_neha16,pass_3130
690,Vijay56,Electronics and Communication Engineering,60,90,55,81,35,92,70,83,82,Theoretical Learner,p_vijay56,pass_2882
691,Sneha60,Electronics and Communication Engineering,58,74,52,83,81,66,85,73,67,Inconsistent Learner,p_sneha60,pass_4228
692,Balkies39,Electronics and Communication Engineering,44,84,75,66,43,73,74,82,49,Inconsistent Learner,p_balkies39,pass_6134
693,Karan57,Electronics and Communication Engineering,97,75,52,77,53,64,95,85,74,Inconsistent Learner,p_karan57,pass_3057
694,Pradhik97,Electronics and Communication Engineering,45,71,53,51,97,86,79,96,85,Inconsistent Learner,p_pradhik97,pass_4992
695,Pennesh86,Electronics and Communication Engineering,68,41,77,96,44,67,87,81,51,Inconsistent Learner,p_pennesh86,pass_5660
696,Kavinaya3,Electronics and Communication Engineering,48,78,57,55,39,48,43,74,40,Needs Motivation,p_kavinaya3,pass_4250
697,Siva77,Electronics and Communication Engineering,87,44,58,48,83,77,64,92,69,Inconsistent Learner,p_siva77,pass_6918
698,Riya3,Electronics and Communication Engineering,81,68,83,67,93,74,38,32,96,Practical Learner,p_riya3,pass_9547
699,Priya34,Electronics and Communication Engineering,46,91,50,76,88,36,70,49,65,Practical Learner,p_priya34,pass_7215
700,Rahul86,Electronics and Communication Engineering,74,62,78,87,99,70,58,72,52,Inconsistent Learner,p_rahul86,pass_2061
701,Pradhik96,Electronics and Communication Engineering,86,84,63,54,39,68,50,98,57,Inconsistent Learner,p_pradhik96,pass_8025
